InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,DayName
569404,23534,STOP FOR TEA WALL ART,3,2011-10-04 09:03:00,5.95,13319,United Kingdom,Tuesday
581400,23505,PLAYING CARDS I LOVE LONDON ,2,2011-12-08 13:36:00,1.25,14056,United Kingdom,Thursday
579991,84030E,ENGLISH ROSE HOT WATER BOTTLE,4,2011-12-01 11:20:00,4.25,13159,United Kingdom,Thursday
577051,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2011-11-17 14:02:00,1.69,14034,United Kingdom,Thursday
542345,22930,BAKING MOULD HEART MILK CHOCOLATE,2,2011-01-27 11:55:00,2.55,15910,United Kingdom,Thursday
577504,22534,MAGIC DRAWING SLATE SPACEBOY ,2,2011-11-20 12:36:00,0.42,14159,United Kingdom,Sunday
557280,21495,SKULLS AND CROSSBONES WRAP,50,2011-06-19 12:19:00,0.42,16701,United Kingdom,Sunday
539564,21481,FAWN BLUE HOT WATER BOTTLE,36,2010-12-20 11:45:00,2.55,18092,United Kingdom,Monday
544691,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2011-02-23 09:09:00,3.95,13804,United Kingdom,Wednesday
572291,22627,MINT KITCHEN SCALES,1,2011-10-23 12:46:00,8.5,16931,United Kingdom,Sunday
553194,22467,GUMBALL COAT RACK,3,2011-05-15 13:37:00,2.55,16283,United Kingdom,Sunday
556503,21925,UNION STRIPE CUSHION COVER ,12,2011-06-13 08:44:00,1.25,13517,United Kingdom,Monday
541430,84991,60 TEATIME FAIRY CAKE CASES,120,2011-01-18 09:50:00,0.42,12356,Portugal,Tuesday
567304,84836,ZINC METAL HEART DECORATION,5,2011-09-19 13:27:00,1.25,14704,United Kingdom,Monday
569470,21918,SET 12 KIDS COLOUR  CHALK STICKS,6,2011-10-04 12:25:00,0.42,17673,United Kingdom,Tuesday
544685,22926,IVORY GIANT GARDEN THERMOMETER,2,2011-02-22 17:13:00,5.95,13285,United Kingdom,Tuesday
576867,23404,HOME SWEET HOME BLACKBOARD,6,2011-11-16 16:18:00,4.95,13012,United Kingdom,Wednesday
562213,22386,JUMBO BAG PINK POLKADOT,3,2011-08-03 13:39:00,2.08,13975,United Kingdom,Wednesday
548199,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2011-03-29 16:12:00,1.95,16945,United Kingdom,Tuesday
579750,21498,RED RETROSPOT WRAP ,25,2011-11-30 14:42:00,0.42,13536,United Kingdom,Wednesday
574104,22966,GINGERBREAD MAN COOKIE CUTTER,12,2011-11-03 10:45:00,1.25,12615,France,Thursday
572465,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,6,2011-10-24 13:26:00,2.1,14474,United Kingdom,Monday
572513,85032A,ROMANTIC IMAGES GIFT WRAP SET,1,2011-10-24 14:36:00,0.65,16728,United Kingdom,Monday
564056,90209B,GREEN ENAMEL+GLASS HAIR COMB,6,2011-08-22 14:13:00,2.1,14387,United Kingdom,Monday
580129,21231,SWEETHEART CERAMIC TRINKET BOX,12,2011-12-01 18:03:00,1.25,17426,United Kingdom,Thursday
567922,22891,TEA FOR ONE POLKADOT,6,2011-09-22 17:24:00,4.25,13279,United Kingdom,Thursday
573029,22747,POPPY'S PLAYHOUSE BATHROOM,2,2011-10-27 13:33:00,2.1,14971,United Kingdom,Thursday
545654,22979,PANTRY WASHING UP BRUSH,24,2011-03-04 13:46:00,1.45,15681,United Kingdom,Friday
566281,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-09-11 14:15:00,0.95,12748,United Kingdom,Sunday
578038,23158,SET OF 5 LUCKY CAT MAGNETS ,12,2011-11-22 14:10:00,2.08,14251,United Kingdom,Tuesday
541113,22760,"TRAY, BREAKFAST IN BED",6,2011-01-13 15:18:00,10.95,16775,United Kingdom,Thursday
550333,22920,HERB MARKER BASIL,12,2011-04-17 14:05:00,0.65,15410,United Kingdom,Sunday
569234,22222,CAKE PLATE LOVEBIRD WHITE,1,2011-10-02 15:33:00,4.95,17841,United Kingdom,Sunday
537829,22358,KINGS CHOICE TEA CADDY ,6,2010-12-08 14:46:00,2.95,15498,United Kingdom,Wednesday
568346,21669,BLUE STRIPE CERAMIC DRAWER KNOB,3,2011-09-26 15:28:00,3.29,14096,United Kingdom,Monday
563839,21420,OYSTER TRINKET BOX,4,2011-08-19 13:24:00,3.25,16828,United Kingdom,Friday
540702,22505,MEMO BOARD COTTAGE DESIGN,4,2011-01-11 09:58:00,4.95,13491,United Kingdom,Tuesday
537058,82552,WASHROOM METAL SIGN,12,2010-12-05 11:51:00,1.45,13269,United Kingdom,Sunday
570488,23275,SET OF 3 HANGING OWLS OLLIE BEAK,2,2011-10-10 17:12:00,2.46,14096,United Kingdom,Monday
567179,85032B,BLOSSOM IMAGES GIFT WRAP SET,1,2011-09-18 14:27:00,0.65,15547,United Kingdom,Sunday
580399,23494,VINTAGE DOILY DELUXE SEWING KIT ,3,2011-12-04 11:45:00,5.95,13471,United Kingdom,Sunday
540496,22193,RED DINER WALL CLOCK,4,2011-01-07 17:18:00,8.5,15485,United Kingdom,Friday
558262,23203,JUMBO BAG DOILEY PATTERNS,100,2011-06-28 08:45:00,1.79,14646,Netherlands,Tuesday
557949,22440,BALLOON WATER BOMB PACK OF 35,20,2011-06-23 17:20:00,0.42,15530,United Kingdom,Thursday
575607,23084,RABBIT NIGHT LIGHT,31,2011-11-10 12:37:00,4.13,14096,United Kingdom,Thursday
536404,22417,PACK OF 60 SPACEBOY CAKE CASES,24,2010-12-01 11:29:00,0.55,16218,United Kingdom,Wednesday
542862,22445,PENCIL CASE LIFE IS BEAUTIFUL,1,2011-02-01 11:51:00,2.95,14606,United Kingdom,Tuesday
576364,21770,OPEN CLOSED METAL SIGN,1,2011-11-14 17:40:00,4.95,15009,United Kingdom,Monday
574015,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,2011-11-02 12:03:00,1.25,15576,United Kingdom,Wednesday
579439,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,32,2011-11-29 13:29:00,2.55,13426,United Kingdom,Tuesday
562652,23051,RECYCLED ACAPULCO MAT BLUE,2,2011-08-08 13:34:00,8.25,14844,United Kingdom,Monday
571158,85175,CACTI T-LIGHT CANDLES,52,2011-10-14 10:25:00,0.42,14606,United Kingdom,Friday
577408,23355,HOT WATER BOTTLE KEEP CALM,2,2011-11-20 10:51:00,4.95,14805,United Kingdom,Sunday
554072,21314,SMALL GLASS HEART TRINKET POT,4,2011-05-22 11:24:00,2.1,13555,United Kingdom,Sunday
564721,22493,PAINT YOUR OWN CANVAS SET,24,2011-08-28 12:01:00,1.65,15095,United Kingdom,Sunday
575491,21164,HOME SWEET HOME METAL SIGN ,1,2011-11-09 17:47:00,2.95,15531,United Kingdom,Wednesday
552964,22083,PAPER CHAIN KIT RETROSPOT,6,2011-05-12 13:05:00,2.95,16057,United Kingdom,Thursday
562881,16161P,WRAP ENGLISH ROSE ,25,2011-08-10 10:57:00,0.42,15632,United Kingdom,Wednesday
574092,22988,SOLDIERS EGG CUP ,144,2011-11-03 09:28:00,1.06,16684,United Kingdom,Thursday
555517,23206,LUNCH BAG APPLE DESIGN,10,2011-06-05 10:54:00,1.65,13131,United Kingdom,Sunday
544810,22379,RECYCLING BAG RETROSPOT ,10,2011-02-23 15:53:00,2.1,17675,United Kingdom,Wednesday
547906,22433,WATERING CAN GREEN DINOSAUR,1,2011-03-28 12:13:00,1.95,14410,United Kingdom,Monday
536397,35004B,SET OF 3 BLACK FLYING DUCKS,12,2010-12-01 10:51:00,4.65,17924,United Kingdom,Wednesday
542269,22469,HEART OF WICKER SMALL,12,2011-01-27 09:33:00,1.65,14442,Channel Islands,Thursday
577508,22231,JIGSAW TREE WITH BIRDHOUSE,4,2011-11-20 12:45:00,0.59,18127,United Kingdom,Sunday
554986,84596F,SMALL MARSHMALLOWS PINK BOWL,24,2011-05-29 12:35:00,0.42,14451,United Kingdom,Sunday
555853,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,1,2011-06-07 13:44:00,3.75,14375,United Kingdom,Tuesday
544919,20726,LUNCH BAG WOODLAND,10,2011-02-24 16:31:00,1.65,13725,United Kingdom,Thursday
554603,22996,TRAVEL CARD WALLET VINTAGE TICKET,1,2011-05-25 11:14:00,0.42,14593,United Kingdom,Wednesday
580221,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2011-12-02 12:13:00,1.25,14092,United Kingdom,Friday
569714,20973,12 PENCIL SMALL TUBE WOODLAND,1,2011-10-05 17:28:00,0.65,18033,United Kingdom,Wednesday
579145,16236,KITTY PENCIL ERASERS,1,2011-11-28 13:13:00,0.21,14597,United Kingdom,Monday
557208,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,2011-06-17 11:38:00,1.25,16172,United Kingdom,Friday
552166,22692,DOORMAT WELCOME TO OUR HOME,2,2011-05-06 12:21:00,7.95,13475,United Kingdom,Friday
567297,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,12,2011-09-19 12:27:00,0.83,15594,United Kingdom,Monday
566847,20727,LUNCH BAG  BLACK SKULL.,2,2011-09-15 11:57:00,1.65,15005,United Kingdom,Thursday
563076,23198,PANTRY MAGNETIC  SHOPPING LIST,48,2011-08-11 16:12:00,1.25,14646,Netherlands,Thursday
577057,16237,SLEEPING CAT ERASERS,30,2011-11-17 14:26:00,0.21,12748,United Kingdom,Thursday
559791,22727,ALARM CLOCK BAKELIKE RED ,4,2011-07-12 12:24:00,3.75,17675,United Kingdom,Tuesday
544450,21907,I'M ON HOLIDAY METAL SIGN,3,2011-02-20 12:23:00,2.1,17811,United Kingdom,Sunday
554942,22794,SWEETHEART WIRE MAGAZINE RACK,1,2011-05-27 14:01:00,7.95,17841,United Kingdom,Friday
561220,48194,DOORMAT HEARTS,4,2011-07-26 09:20:00,7.95,17734,United Kingdom,Tuesday
568346,21155,RED RETROSPOT PEG BAG,1,2011-09-26 15:28:00,4.96,14096,United Kingdom,Monday
537440,21617,4 LILY  BOTANICAL DINNER CANDLES,12,2010-12-06 17:16:00,3.75,17869,United Kingdom,Monday
566025,22729,ALARM CLOCK BAKELIKE ORANGE,1,2011-09-08 12:55:00,3.75,17634,United Kingdom,Thursday
574363,82484,WOOD BLACK BOARD ANT WHITE FINISH,120,2011-11-04 10:57:00,4.8,18102,United Kingdom,Friday
575753,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,1,2011-11-11 10:41:00,4.95,17841,United Kingdom,Friday
580960,35095A,BLUE VICTORIAN FABRIC OVAL BOX,3,2011-12-06 14:35:00,0.42,16016,United Kingdom,Tuesday
553576,20719,WOODLAND CHARLOTTE BAG,20,2011-05-18 10:29:00,0.85,14282,United Kingdom,Wednesday
538518,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2010-12-12 16:14:00,4.95,14505,United Kingdom,Sunday
579126,21181,PLEASE ONE PERSON METAL SIGN,48,2011-11-28 12:19:00,1.85,13798,United Kingdom,Monday
574062,22680,FRENCH BLUE METAL DOOR SIGN 5,10,2011-11-02 14:30:00,1.25,17675,United Kingdom,Wednesday
575969,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,4,2011-11-13 12:47:00,1.25,13571,United Kingdom,Sunday
576213,M,Manual,1,2011-11-14 12:47:00,1.25,18117,United Kingdom,Monday
558115,22678,FRENCH BLUE METAL DOOR SIGN 3,10,2011-06-27 08:50:00,1.25,16003,United Kingdom,Monday
566315,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2011-09-12 10:01:00,0.55,15392,United Kingdom,Monday
574670,23389,SPACEBOY MINI BACKPACK,1,2011-11-06 12:20:00,4.15,12838,United Kingdom,Sunday
541238,15056BL,EDWARDIAN PARASOL BLACK,2,2011-01-16 10:42:00,5.95,16746,United Kingdom,Sunday
547075,22918,HERB MARKER PARSLEY,12,2011-03-20 14:35:00,0.65,15288,United Kingdom,Sunday
553899,23173,REGENCY TEAPOT ROSES ,4,2011-05-19 17:25:00,9.95,14292,United Kingdom,Thursday
570180,22568,FELTCRAFT CUSHION OWL,4,2011-10-07 14:28:00,3.75,17509,United Kingdom,Friday
546084,21746,SMALL RED RETROSPOT WINDMILL,12,2011-03-09 11:28:00,1.25,14112,United Kingdom,Wednesday
548612,21972,SET OF 36 DINOSAUR PAPER DOILIES,2,2011-04-01 11:34:00,1.45,13137,United Kingdom,Friday
576326,23100,SILVER BELLS TABLE DECORATION,1,2011-11-14 15:18:00,1.25,16504,United Kingdom,Monday
581123,21411,GINGHAM HEART  DOORSTOP RED,8,2011-12-07 12:34:00,1.95,15750,United Kingdom,Wednesday
568990,22077,6 RIBBONS RUSTIC CHARM,12,2011-09-29 16:42:00,1.95,15933,United Kingdom,Thursday
572280,21790,VINTAGE SNAP CARDS,4,2011-10-23 11:05:00,0.85,16007,United Kingdom,Sunday
537375,21975,PACK OF 60 DINOSAUR CAKE CASES,6,2010-12-06 12:55:00,0.55,17019,United Kingdom,Monday
577050,23210,WHITE ROCKING HORSE HAND PAINTED,24,2011-11-17 13:59:00,1.25,14191,United Kingdom,Thursday
578031,22835,HOT WATER BOTTLE I AM SO POORLY,4,2011-11-22 13:41:00,4.95,15796,United Kingdom,Tuesday
578850,22094,RED RETROSPOT TISSUE BOX,8,2011-11-27 10:47:00,0.39,13571,United Kingdom,Sunday
566737,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,2011-09-14 14:26:00,1.65,13430,United Kingdom,Wednesday
561603,23288,GREEN VINTAGE SPOT BEAKER,12,2011-07-28 12:06:00,0.85,14855,United Kingdom,Thursday
560527,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,2,2011-07-19 11:57:00,4.95,15727,United Kingdom,Tuesday
539662,22837,HOT WATER BOTTLE BABUSHKA ,8,2010-12-21 10:18:00,4.65,14135,United Kingdom,Tuesday
551733,22502,PICNIC BASKET WICKER SMALL,4,2011-05-04 10:15:00,5.95,13012,United Kingdom,Wednesday
561033,23109,PACK OF SIX LED TEA LIGHTS,6,2011-07-24 11:40:00,2.89,14443,United Kingdom,Sunday
547925,22961,JAM MAKING SET PRINTED,24,2011-03-28 13:57:00,1.45,12481,Germany,Monday
568346,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,3,2011-09-26 15:28:00,3.29,14096,United Kingdom,Monday
566495,21504,SKULLS GREETING CARD,12,2011-09-13 11:14:00,0.42,15529,United Kingdom,Tuesday
578088,85194L,HANGING SPRING FLOWER EGG LARGE,11,2011-11-22 16:47:00,0.85,16376,United Kingdom,Tuesday
571913,22730,ALARM CLOCK BAKELIKE IVORY,4,2011-10-19 15:29:00,3.75,18210,United Kingdom,Wednesday
552710,23208,LUNCH BAG VINTAGE LEAF DESIGN,20,2011-05-11 07:35:00,1.65,13098,United Kingdom,Wednesday
539042,22969,HOMEMADE JAM SCENTED CANDLES,12,2010-12-15 15:37:00,1.45,15062,United Kingdom,Wednesday
568173,22812,PACK 3 BOXES CHRISTMAS PANNETONE,12,2011-09-25 13:16:00,1.95,16187,United Kingdom,Sunday
557427,23242,TREASURE TIN BUFFALO BILL ,6,2011-06-20 12:14:00,2.08,12429,Denmark,Monday
564049,10133,COLOURING PENCILS BROWN TUBE,10,2011-08-22 13:30:00,0.42,17585,United Kingdom,Monday
571909,21117,BLOND DOLL DOORSTOP,2,2011-10-19 15:08:00,1.25,15006,United Kingdom,Wednesday
545682,22988,SOLDIERS EGG CUP ,3,2011-03-06 11:39:00,1.25,14701,United Kingdom,Sunday
576089,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2011-11-14 08:56:00,3.75,17663,United Kingdom,Monday
545719,21166,COOK WITH WINE METAL SIGN ,12,2011-03-07 10:28:00,2.08,13344,United Kingdom,Monday
541258,22470,HEART OF WICKER LARGE,6,2011-01-16 15:30:00,2.95,13634,United Kingdom,Sunday
551142,21222,SET/4 BADGES BEETLES,3,2011-04-26 13:22:00,1.25,17613,United Kingdom,Tuesday
563924,21114,LAVENDER SCENTED FABRIC HEART,10,2011-08-21 14:32:00,1.25,15984,United Kingdom,Sunday
564061,22384,LUNCH BAG PINK POLKADOT,4,2011-08-22 14:38:00,1.65,14505,United Kingdom,Monday
541794,22386,JUMBO BAG PINK POLKADOT,2,2011-01-21 13:21:00,1.95,17238,United Kingdom,Friday
560265,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,2011-07-17 13:48:00,1.25,17863,United Kingdom,Sunday
581476,23002,TRAVEL CARD WALLET SKULLS,24,2011-12-09 08:48:00,0.42,12433,Norway,Friday
576598,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,2011-11-15 15:05:00,4.25,13437,United Kingdom,Tuesday
577057,22375,AIRLINE BAG VINTAGE JET SET BROWN,1,2011-11-17 14:26:00,4.25,12748,United Kingdom,Thursday
575211,22629,SPACEBOY LUNCH BOX ,2,2011-11-09 10:39:00,1.95,17377,United Kingdom,Wednesday
550033,20712,JUMBO BAG WOODLAND ANIMALS,2,2011-04-14 11:45:00,2.08,15005,United Kingdom,Thursday
567170,22950,36 DOILIES VINTAGE CHRISTMAS,6,2011-09-18 12:40:00,1.45,13566,United Kingdom,Sunday
575491,21166,COOK WITH WINE METAL SIGN ,2,2011-11-09 17:47:00,2.08,15531,United Kingdom,Wednesday
569846,23343,JUMBO BAG VINTAGE CHRISTMAS ,10,2011-10-06 13:42:00,2.08,13422,United Kingdom,Thursday
562044,22711,WRAP CIRCUS PARADE,25,2011-08-02 10:24:00,0.42,16607,United Kingdom,Tuesday
578818,47593B,SCOTTIE DOGS BABY BIB,3,2011-11-25 13:47:00,0.39,17920,United Kingdom,Friday
578947,20668,DISCO BALL CHRISTMAS DECORATION,72,2011-11-27 13:49:00,0.12,14547,United Kingdom,Sunday
563753,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,2011-08-19 10:51:00,1.25,12513,France,Friday
571033,23158,SET OF 5 LUCKY CAT MAGNETS ,12,2011-10-13 12:46:00,2.08,14251,United Kingdom,Thursday
556580,22624,IVORY KITCHEN SCALES,2,2011-06-13 14:20:00,8.5,17719,United Kingdom,Monday
552290,20983,12 PENCILS TALL TUBE RED RETROSPOT,2,2011-05-08 13:32:00,0.85,16007,United Kingdom,Sunday
550838,20723,STRAWBERRY CHARLOTTE BAG,2,2011-04-21 11:31:00,0.85,14577,United Kingdom,Thursday
554124,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1,2011-05-23 08:31:00,12.75,13339,United Kingdom,Monday
549989,82600,NO SINGING METAL SIGN,6,2011-04-13 16:58:00,2.1,13221,United Kingdom,Wednesday
541244,22116,METAL SIGN HIS DINNER IS SERVED,1,2011-01-16 12:35:00,2.95,15535,United Kingdom,Sunday
549720,22433,WATERING CAN GREEN DINOSAUR,1,2011-04-11 15:25:00,1.95,14606,United Kingdom,Monday
563917,22961,JAM MAKING SET PRINTED,4,2011-08-21 13:46:00,1.45,14572,United Kingdom,Sunday
560261,22090,PAPER BUNTING RETROSPOT,10,2011-07-17 13:35:00,2.95,12841,United Kingdom,Sunday
545327,22620,4 TRADITIONAL SPINNING TOPS,6,2011-03-01 15:16:00,1.25,13166,United Kingdom,Tuesday
580635,23263,SET OF 3 WOODEN HEART DECORATIONS,2,2011-12-05 12:30:00,1.25,14649,United Kingdom,Monday
559424,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,18,2011-07-08 12:14:00,0.85,18121,United Kingdom,Friday
550016,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,12,2011-04-14 10:54:00,2.95,15416,United Kingdom,Thursday
558063,85099F,JUMBO BAG STRAWBERRY,1,2011-06-24 15:28:00,2.08,16395,United Kingdom,Friday
550974,21936,RED RETROSPOT PICNIC BAG,5,2011-04-21 17:10:00,2.95,13862,United Kingdom,Thursday
578809,22810,SET OF 6 T-LIGHTS SNOWMEN,6,2011-11-25 13:23:00,2.95,13048,United Kingdom,Friday
547938,21613,S/12 VANILLA  BOTANICAL T-LIGHTS,6,2011-03-28 14:33:00,2.95,13901,United Kingdom,Monday
556466,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,2011-06-12 11:07:00,8.5,15465,United Kingdom,Sunday
537653,84596J,MIXED NUTS LIGHT GREEN BOWL,1,2010-12-07 15:54:00,1.25,17897,United Kingdom,Tuesday
571912,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,2011-10-19 15:26:00,0.55,17512,United Kingdom,Wednesday
553881,22491,PACK OF 12 COLOURED PENCILS,48,2011-05-19 15:24:00,0.85,16966,United Kingdom,Thursday
578943,22555,PLASTERS IN TIN STRONGMAN,6,2011-11-27 13:35:00,1.65,15009,United Kingdom,Sunday
548708,22197,SMALL POPCORN HOLDER,22,2011-04-03 12:41:00,0.85,13269,United Kingdom,Sunday
576692,23202,JUMBO BAG VINTAGE LEAF,10,2011-11-16 12:21:00,2.08,17412,United Kingdom,Wednesday
555845,22532,MAGIC DRAWING SLATE LEAP FROG ,1,2011-06-07 13:19:00,0.42,17015,United Kingdom,Tuesday
539831,85049G,CHOCOLATE BOX RIBBONS ,1,2010-12-22 13:17:00,1.25,14606,United Kingdom,Wednesday
563726,22041,"RECORD FRAME 7"" SINGLE SIZE ",48,2011-08-18 17:02:00,2.1,16582,United Kingdom,Thursday
537133,21210,SET OF 72 RETROSPOT PAPER  DOILIES,1,2010-12-05 12:29:00,1.45,18156,United Kingdom,Sunday
572230,21824,PAINTED METAL STAR WITH HOLLY BELLS,24,2011-10-21 14:29:00,0.39,15740,United Kingdom,Friday
572225,22816,CARD MOTORBIKE SANTA,12,2011-10-21 13:50:00,0.42,13157,United Kingdom,Friday
543484,21242,RED RETROSPOT PLATE ,8,2011-02-09 10:11:00,1.69,12721,France,Wednesday
568654,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,12,2011-09-28 12:20:00,0.85,14911,EIRE,Wednesday
576688,22941,CHRISTMAS LIGHTS 10 REINDEER,6,2011-11-16 12:16:00,8.5,16717,United Kingdom,Wednesday
572050,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,2,2011-10-20 12:23:00,0.55,17346,United Kingdom,Thursday
539261,22489,PACK OF 12 TRADITIONAL CRAYONS,24,2010-12-16 14:34:00,0.42,15620,United Kingdom,Thursday
550630,79030D,TUMBLER BAROQUE,24,2011-04-19 14:49:00,0.39,14298,United Kingdom,Tuesday
541518,22451,SILK PURSE BABUSHKA RED,6,2011-01-19 09:05:00,3.35,12451,Switzerland,Wednesday
565329,20777,CHRYSANTHEMUM NOTEBOOK,1,2011-09-02 13:54:00,1.65,14606,United Kingdom,Friday
569012,23320,GIANT 50'S CHRISTMAS CRACKER,12,2011-09-30 08:18:00,2.89,15187,United Kingdom,Friday
550052,20717,STRAWBERRY SHOPPER BAG,10,2011-04-14 12:00:00,1.25,17068,United Kingdom,Thursday
552806,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-05-11 12:36:00,1.25,15729,United Kingdom,Wednesday
536985,22113,GREY HEART HOT WATER BOTTLE,4,2010-12-03 14:40:00,3.75,15373,United Kingdom,Friday
549729,85059,FRENCH ENAMEL WATER BASIN,2,2011-04-11 16:17:00,3.75,13634,United Kingdom,Monday
574893,22699,ROSES REGENCY TEACUP AND SAUCER ,1,2011-11-07 14:40:00,2.95,18036,United Kingdom,Monday
578323,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,1,2011-11-23 17:19:00,6.75,15743,United Kingdom,Wednesday
561007,23120,PACK OF 6 SMALL FRUIT STRAWS,24,2011-07-22 15:21:00,0.42,15640,United Kingdom,Friday
570516,22716,CARD CIRCUS PARADE,12,2011-10-11 10:39:00,0.42,14121,United Kingdom,Tuesday
571909,22098,BOUDOIR SQUARE TISSUE BOX,1,2011-10-19 15:08:00,0.39,15006,United Kingdom,Wednesday
574530,21817,GLITTER CHRISTMAS TREE,10,2011-11-04 14:07:00,0.39,16887,United Kingdom,Friday
566580,22367,CHILDRENS APRON SPACEBOY DESIGN,8,2011-09-13 13:46:00,1.95,12822,United Kingdom,Tuesday
571053,23035,DRAWER KNOB CERAMIC IVORY,6,2011-10-13 13:53:00,1.45,12631,Finland,Thursday
541552,84406B,CREAM CUPID HEARTS COAT HANGER,2,2011-01-19 11:15:00,3.25,15039,United Kingdom,Wednesday
547805,22325,MOBILE VINTAGE HEARTS ,3,2011-03-25 13:35:00,4.95,13327,United Kingdom,Friday
550781,84597C,RETRO PINK BALL ASHTRAY ,12,2011-04-20 13:43:00,1.25,13097,United Kingdom,Wednesday
571461,84596G,SMALL CHOCOLATES PINK BOWL,1,2011-10-17 14:12:00,0.42,16932,United Kingdom,Monday
563532,85099F,JUMBO BAG STRAWBERRY,100,2011-08-17 11:04:00,1.79,17511,United Kingdom,Wednesday
555626,22189,CREAM HEART CARD HOLDER,8,2011-06-06 11:55:00,3.95,16103,United Kingdom,Monday
545901,22359,GLASS JAR KINGS CHOICE,2,2011-03-07 17:52:00,2.95,15834,United Kingdom,Monday
547921,23052,RECYCLED ACAPULCO MAT TURQUOISE,2,2011-03-28 13:28:00,8.25,14766,United Kingdom,Monday
546230,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2011-03-10 12:26:00,2.95,13871,United Kingdom,Thursday
542607,22335,HEART DECORATION PAINTED ZINC ,1,2011-01-30 13:48:00,0.65,13148,United Kingdom,Sunday
567343,47566,PARTY BUNTING,4,2011-09-19 15:21:00,4.95,17628,United Kingdom,Monday
557483,47590B,PINK HAPPY BIRTHDAY BUNTING,50,2011-06-20 14:17:00,4.65,12643,France,Monday
569127,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,2011-09-30 13:31:00,3.75,15903,United Kingdom,Friday
560268,23298,SPOTTY BUNTING,9,2011-07-17 14:07:00,4.95,13880,United Kingdom,Sunday
556455,23159,SET OF 5 PANCAKE DAY MAGNETS,12,2011-06-10 16:46:00,2.08,15856,United Kingdom,Friday
578028,22273,FELTCRAFT DOLL MOLLY,1,2011-11-22 13:30:00,2.95,17371,United Kingdom,Tuesday
552830,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,24,2011-05-11 13:49:00,1.65,15187,United Kingdom,Wednesday
571841,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,3,2011-10-19 12:21:00,0.85,17625,United Kingdom,Wednesday
536526,22625,RED KITCHEN SCALES,6,2010-12-01 12:58:00,8.5,14001,United Kingdom,Wednesday
575139,23214,JINGLE BELL HEART ANTIQUE GOLD,12,2011-11-08 15:26:00,2.08,16863,United Kingdom,Tuesday
572182,15036,ASSORTED COLOURS SILK FAN,24,2011-10-21 10:32:00,0.83,13588,United Kingdom,Friday
578683,20764,ABSTRACT CIRCLES SKETCHBOOK ,4,2011-11-25 08:55:00,3.75,15134,United Kingdom,Friday
537852,21849,SILVER DIAMANTE PEN IN GIFT BOX,12,2010-12-08 15:56:00,4.95,17340,United Kingdom,Wednesday
578947,22175,PINK OWL SOFT TOY,6,2011-11-27 13:49:00,2.95,14547,United Kingdom,Sunday
565437,84378,SET OF 3 HEART COOKIE CUTTERS,3,2011-09-04 13:48:00,1.45,17050,United Kingdom,Sunday
537657,22189,CREAM HEART CARD HOLDER,972,2010-12-07 16:42:00,2.31,18102,United Kingdom,Tuesday
567140,21755,LOVE BUILDING BLOCK WORD,3,2011-09-16 14:47:00,6.25,15410,United Kingdom,Friday
553048,23079,TOADSTOOL BEDSIDE LIGHT ,2,2011-05-13 10:02:00,8.95,14291,United Kingdom,Friday
578278,23240,SET OF 4 KNICK KNACK TINS DOILY ,6,2011-11-23 13:51:00,4.15,12748,United Kingdom,Wednesday
572744,22568,FELTCRAFT CUSHION OWL,8,2011-10-25 16:14:00,3.75,14085,United Kingdom,Tuesday
